"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"1981","F",0.615,0.475,0.175,1.194,0.559,0.259,0.3165
"1982","F",0.615,0.515,0.135,1.1215,0.545,0.2305,0.29
"1983","M",0.615,0.455,0.15,0.9335,0.382,0.247,0.2615
"1984","F",0.615,0.495,0.165,1.198,0.5415,0.2865,0.3185
"1985","F",0.62,0.475,0.15,0.9545,0.455,0.1865,0.277
"1986","M",0.62,0.475,0.195,1.3585,0.5935,0.3365,0.3745
"1987","M",0.625,0.495,0.175,1.2075,0.531,0.281,0.3525
"1988","M",0.625,0.515,0.165,1.217,0.667,0.2065,0.3115
"1989","F",0.625,0.5,0.16,1.217,0.5725,0.207,0.355
"1990","F",0.625,0.49,0.145,0.92,0.437,0.1735,0.28
"1991","M",0.625,0.49,0.12,0.8765,0.456,0.18,0.233
"1992","F",0.63,0.48,0.165,1.2615,0.5505,0.277,0.3885
"1993","M",0.63,0.53,0.18,1.2795,0.618,0.256,0.315
"1994","F",0.63,0.485,0.185,1.167,0.548,0.2485,0.34
"1995","M",0.63,0.51,0.17,1.1885,0.4915,0.3065,0.348
"1996","F",0.635,0.485,0.19,1.3765,0.634,0.2885,0.406
"1997","M",0.635,0.52,0.175,1.292,0.6,0.269,0.367
"1998","M",0.635,0.485,0.18,1.1795,0.4785,0.2775,0.355
"1999","F",0.635,0.5,0.19,1.29,0.593,0.3045,0.352
"2000","M",0.635,0.515,0.16,1.2075,0.5385,0.282,0.345
"2001","M",0.64,0.505,0.18,1.297,0.59,0.3125,0.363
"2002","M",0.64,0.575,0.175,1.4585,0.625,0.266,0.4395
"2003","F",0.645,0.485,0.15,1.151,0.5935,0.2315,0.293
"2004","F",0.645,0.52,0.17,1.197,0.526,0.2925,0.317
"2005","M",0.645,0.495,0.19,1.539,0.6115,0.408,0.445
"2006","M",0.65,0.52,0.195,1.676,0.693,0.44,0.47
"2007","F",0.65,0.565,0.2,1.6645,0.753,0.367,0.43
"2008","F",0.655,0.5,0.205,1.528,0.6215,0.3725,0.4535
"2009","F",0.655,0.515,0.2,1.494,0.7255,0.309,0.405
"2010","F",0.66,0.525,0.16,1.277,0.4975,0.319,0.394
"2011","F",0.66,0.525,0.18,1.5965,0.7765,0.397,0.3605
"2012","F",0.665,0.51,0.175,1.3805,0.675,0.2985,0.325
"2013","F",0.67,0.525,0.19,1.527,0.5755,0.353,0.44
"2014","M",0.67,0.525,0.17,1.4005,0.715,0.3025,0.387
"2015","M",0.67,0.525,0.195,1.4405,0.6595,0.2675,0.425
"2016","M",0.67,0.54,0.175,1.482,0.739,0.2925,0.365
"2017","M",0.68,0.515,0.16,1.2345,0.618,0.2625,0.325
"2018","F",0.68,0.505,0.17,1.3435,0.657,0.297,0.355
"2019","M",0.685,0.505,0.19,1.533,0.667,0.4055,0.41
"2020","M",0.69,0.515,0.18,1.8445,0.9815,0.4655,0.341
"2021","M",0.715,0.55,0.175,1.825,0.938,0.3805,0.44
"2022","M",0.72,0.58,0.19,2.0885,0.9955,0.478,0.5305
"2023","M",0.735,0.59,0.205,2.087,0.909,0.474,0.625
"2024","M",0.745,0.575,0.2,1.884,0.954,0.336,0.495
"2025","M",0.485,0.365,0.155,1.029,0.4235,0.2285,0.313
"2026","M",0.49,0.355,0.155,0.981,0.465,0.2015,0.2505
"2027","F",0.505,0.38,0.13,0.693,0.391,0.1195,0.1515
"2028","F",0.51,0.37,0.21,1.183,0.508,0.292,0.343
"2029","F",0.525,0.41,0.135,0.7905,0.4065,0.198,0.177
"2030","F",0.535,0.4,0.15,1.224,0.618,0.275,0.2875
"2031","M",0.535,0.405,0.175,1.2705,0.548,0.3265,0.337
"2032","M",0.555,0.405,0.19,1.406,0.6115,0.342,0.389
"2033","M",0.555,0.425,0.15,0.873,0.4625,0.1845,0.1965
"2034","M",0.56,0.425,0.135,0.9415,0.509,0.2015,0.1975
"2035","F",0.59,0.44,0.14,1.007,0.4775,0.2105,0.2925
"2036","M",0.595,0.485,0.15,1.0835,0.5305,0.231,0.276
"2037","F",0.595,0.43,0.21,1.5245,0.653,0.396,0.41
"2038","M",0.61,0.475,0.175,1.024,0.409,0.261,0.322
"2039","M",0.61,0.485,0.17,1.281,0.597,0.3035,0.33
"2040","F",0.62,0.5,0.17,1.148,0.5475,0.22,0.3315
"2041","F",0.625,0.49,0.11,1.136,0.5265,0.1915,0.2925
"2042","F",0.635,0.51,0.17,1.2235,0.532,0.271,0.354
"2043","F",0.635,0.525,0.18,1.3695,0.634,0.318,0.363
"2044","M",0.64,0.485,0.16,1.006,0.456,0.2245,0.2835
"2045","M",0.64,0.495,0.165,1.307,0.678,0.292,0.266
"2046","M",0.645,0.505,0.185,1.463,0.592,0.3905,0.416
"2047","F",0.655,0.505,0.175,1.2905,0.6205,0.2965,0.326
"2048","F",0.67,0.515,0.17,1.4265,0.6605,0.3395,0.37
"2049","M",0.68,0.54,0.21,1.7885,0.8345,0.408,0.437
"2050","M",0.7,0.545,0.185,1.6135,0.75,0.4035,0.3685
"2051","M",0.73,0.585,0.225,2.2305,1.2395,0.422,0.563
"2052","F",0.75,0.615,0.205,2.2635,0.821,0.423,0.726
"2053","M",0.535,0.41,0.12,0.6835,0.3125,0.1655,0.159
"2054","M",0.54,0.42,0.19,0.6855,0.293,0.163,0.38
"2055","M",0.56,0.45,0.145,0.894,0.3885,0.2095,0.264
"2056","M",0.57,0.45,0.145,0.95,0.4005,0.2235,0.2845
"2057","F",0.57,0.47,0.14,0.871,0.385,0.211,0.2315
"2058","M",0.575,0.47,0.15,0.9785,0.4505,0.196,0.276
"2059","M",0.575,0.445,0.14,0.737,0.325,0.1405,0.237
"2060","F",0.58,0.435,0.155,0.8785,0.425,0.1685,0.2425
"2061","M",0.585,0.45,0.175,1.1275,0.4925,0.262,0.335
"2062","M",0.59,0.435,0.165,0.9765,0.4525,0.2395,0.235
"2063","M",0.59,0.405,0.15,0.853,0.326,0.2615,0.245
"2064","M",0.595,0.47,0.175,0.991,0.382,0.2395,0.5
"2065","M",0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289
"2066","F",0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875
"2067","F",0.6,0.45,0.14,0.869,0.3425,0.195,0.291
"2068","M",0.6,0.45,0.15,0.8665,0.3695,0.1955,0.255
"2069","F",0.61,0.495,0.16,1.089,0.469,0.198,0.384
"2070","M",0.615,0.485,0.215,0.9615,0.422,0.176,0.29
"2071","M",0.615,0.49,0.17,1.145,0.4915,0.208,0.343
"2072","F",0.625,0.515,0.155,1.1635,0.4875,0.259,0.355
"2073","M",0.63,0.515,0.175,1.1955,0.492,0.247,0.37
"2074","M",0.63,0.495,0.18,1.31,0.495,0.295,0.4695
"2075","F",0.635,0.505,0.165,1.251,0.577,0.227,0.3825
"2076","F",0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155
"2077","M",0.635,0.5,0.18,1.154,0.4405,0.2315,0.387
"2078","F",0.64,0.485,0.145,1.1335,0.5525,0.2505,0.3015
"2079","F",0.64,0.5,0.15,1.2015,0.559,0.231,0.3355
"2080","M",0.65,0.505,0.17,1.5595,0.695,0.3515,0.395
"2081","M",0.65,0.51,0.175,1.3165,0.6345,0.2605,0.364
"2082","M",0.655,0.54,0.165,1.403,0.6955,0.2385,0.42
"2083","F",0.655,0.49,0.16,1.204,0.5455,0.2615,0.3225
"2084","F",0.655,0.455,0.17,1.2895,0.587,0.3165,0.3415
"2085","F",0.66,0.53,0.18,1.5175,0.7765,0.302,0.401
"2086","M",0.665,0.525,0.155,1.3575,0.5325,0.3045,0.4485
"2087","M",0.675,0.52,0.145,1.3645,0.557,0.3405,0.385
"2088","F",0.68,0.52,0.185,1.494,0.615,0.3935,0.406
"2089","F",0.68,0.56,0.195,1.664,0.58,0.3855,0.545
"2090","M",0.685,0.51,0.165,1.545,0.686,0.3775,0.4055
"2091","F",0.695,0.535,0.2,1.5855,0.667,0.334,0.471
"2092","F",0.7,0.555,0.22,1.666,0.647,0.4285,0.455
"2093","M",0.71,0.56,0.175,1.724,0.566,0.4575,0.4625
"2094","F",0.73,0.55,0.205,1.908,0.5415,0.3565,0.5965
"2095","F",0.755,0.575,0.2,2.073,1.0135,0.4655,0.48
"2096","M",0.455,0.35,0.11,0.458,0.2,0.111,0.1305
"2097","M",0.46,0.355,0.14,0.491,0.207,0.115,0.174
"2098","M",0.495,0.38,0.12,0.474,0.197,0.1065,0.1545
"2099","M",0.51,0.395,0.125,0.5805,0.244,0.1335,0.188
"2100","F",0.52,0.43,0.15,0.728,0.302,0.1575,0.235
"2101","M",0.525,0.4,0.13,0.622,0.2655,0.147,0.184
"2102","M",0.53,0.415,0.12,0.706,0.3355,0.1635,0.1345
"2103","F",0.53,0.395,0.115,0.5685,0.249,0.1375,0.161
"2104","M",0.545,0.435,0.145,0.9385,0.3685,0.1245,0.345
"2105","F",0.55,0.43,0.15,0.655,0.2635,0.122,0.221
"2106","M",0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505
"2107","M",0.58,0.43,0.125,0.9115,0.446,0.2075,0.121
"2108","M",0.595,0.455,0.145,0.942,0.43,0.182,0.277
"2109","M",0.6,0.465,0.18,1.193,0.5145,0.315,0.3055
"2110","M",0.645,0.5,0.18,1.461,0.5985,0.2425,0.439
"2111","M",0.66,0.525,0.2,1.489,0.6065,0.3795,0.421
"2112","M",0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455
"2113","F",0.47,0.36,0.1,0.4705,0.1635,0.089,0.1385
"2114","M",0.51,0.415,0.145,0.751,0.3295,0.1835,0.203
"2115","F",0.525,0.4,0.135,0.714,0.318,0.138,0.208
"2116","F",0.525,0.4,0.13,0.6995,0.3115,0.131,0.223
"2117","F",0.55,0.425,0.14,0.952,0.4895,0.1945,0.2185
"2118","M",0.56,0.42,0.15,0.8755,0.44,0.1965,0.2315
"2119","M",0.575,0.45,0.135,0.9215,0.354,0.209,0.2365
"2120","F",0.575,0.45,0.135,0.8285,0.362,0.1655,0.236
"2121","M",0.585,0.46,0.15,1.206,0.581,0.216,0.323
"2122","M",0.615,0.495,0.155,1.2865,0.435,0.293,0.3245
"2123","F",0.62,0.485,0.155,1.1945,0.5105,0.271,0.352
"2124","F",0.63,0.495,0.19,1.1655,0.536,0.2115,0.1625
"2125","F",0.63,0.49,0.17,1.2155,0.4625,0.2045,0.3105
"2126","M",0.67,0.515,0.165,1.1735,0.526,0.285,0.316
"2127","M",0.675,0.505,0.16,1.532,0.74,0.357,0.3815
"2128","F",0.685,0.53,0.17,1.5105,0.7385,0.3525,0.3725
"2129","F",0.485,0.39,0.1,0.5565,0.2215,0.1155,0.185
"2130","M",0.46,0.36,0.125,0.547,0.2165,0.1105,0.19
"2131","M",0.46,0.35,0.125,0.5165,0.1885,0.1145,0.185
"2132","M",0.535,0.42,0.125,0.764,0.312,0.1505,0.265
"2133","M",0.465,0.36,0.105,0.488,0.188,0.0845,0.19
"2134","M",0.51,0.4,0.14,0.6905,0.259,0.151,0.23
"2135","M",0.55,0.425,0.16,0.97,0.2885,0.139,0.48
"2136","F",0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355
"2137","M",0.55,0.42,0.17,0.8465,0.336,0.2405,0.245
"2138","M",0.585,0.45,0.15,1.047,0.4315,0.276,0.315
"2139","F",0.645,0.5,0.18,1.2785,0.5345,0.2995,0.345
"2140","F",0.71,0.53,0.195,1.8745,0.6755,0.4065,0.6855
"2141","F",0.7,0.54,0.215,1.978,0.6675,0.3125,0.71
"2142","F",0.655,0.505,0.165,1.367,0.5835,0.3515,0.396
"2143","F",0.665,0.5,0.175,1.742,0.595,0.3025,0.725
"2144","F",0.47,0.375,0.105,0.513,0.232,0.142,0.13
"2145","M",0.425,0.335,0.1,0.4085,0.1755,0.092,0.135
"2146","M",0.54,0.41,0.13,0.56,0.2375,0.1065,0.175
"2147","M",0.505,0.395,0.125,0.635,0.29,0.1555,0.175
"2148","M",0.535,0.44,0.165,0.875,0.279,0.18,0.3
"2149","F",0.43,0.35,0.09,0.397,0.1575,0.089,0.12
"2150","M",0.55,0.435,0.11,0.806,0.3415,0.203,0.215
"2151","F",0.34,0.255,0.085,0.204,0.097,0.021,0.05
"2152","F",0.335,0.22,0.07,0.17,0.076,0.0365,0.05
"2153","M",0.64,0.49,0.14,1.194,0.4445,0.238,0.375
"2154","F",0.55,0.44,0.125,0.765,0.33,0.2125,0.245
"2155","F",0.64,0.475,0.19,1.151,0.4365,0.281,0.3805
"2156","F",0.545,0.41,0.115,0.6765,0.29,0.158,0.22
"2157","F",0.64,0.54,0.175,1.571,0.627,0.271,0.475
"2158","M",0.605,0.49,0.155,1.153,0.503,0.2505,0.295
"2159","M",0.605,0.47,0.115,1.114,0.3925,0.291,0.31
"2160","M",0.56,0.45,0.155,0.9125,0.3595,0.271,0.35
"2161","F",0.57,0.465,0.155,0.872,0.3245,0.239,0.285
"2162","M",0.525,0.405,0.16,0.792,0.316,0.1455,0.28
"2163","F",0.505,0.405,0.18,0.606,0.239,0.1235,0.18
"2164","M",0.35,0.265,0.09,0.2265,0.0995,0.0575,0.065
"2165","M",0.45,0.355,0.12,0.3955,0.147,0.0765,0.145
"2166","F",0.49,0.38,0.13,0.539,0.229,0.1355,0.165
"2167","F",0.505,0.41,0.135,0.657,0.291,0.133,0.195
"2168","M",0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775
"2169","F",0.37,0.295,0.1,0.2685,0.1165,0.056,0.0835
"2170","M",0.5,0.385,0.135,0.551,0.2245,0.0715,0.206
"2171","M",0.645,0.505,0.165,1.307,0.4335,0.262,0.52
"2172","M",0.565,0.44,0.115,0.9185,0.404,0.1785,0.29
"2173","F",0.67,0.545,0.175,1.707,0.6995,0.387,0.575
"2174","F",0.59,0.415,0.15,0.8805,0.3645,0.234,0.235
"2175","F",0.47,0.36,0.11,0.4965,0.237,0.127,0.13
"2176","F",0.51,0.385,0.135,0.632,0.282,0.145,0.17
"2177","M",0.72,0.575,0.23,2.2695,0.8835,0.3985,0.665
"2178","M",0.55,0.405,0.15,0.9235,0.412,0.2135,0.24
"2179","M",0.65,0.515,0.18,1.3315,0.5665,0.347,0.405
"2180","F",0.525,0.405,0.115,0.72,0.3105,0.1915,0.2
"2181","M",0.565,0.435,0.185,1.032,0.354,0.2045,0.31
"2182","F",0.61,0.47,0.16,1.017,0.426,0.2255,0.32
"2183","F",0.545,0.405,0.175,0.98,0.2585,0.207,0.38
"2184","M",0.45,0.335,0.14,0.478,0.1865,0.115,0.16
"2185","F",0.49,0.38,0.155,0.578,0.2395,0.1255,0.18
"2186","F",0.505,0.405,0.16,0.6835,0.271,0.145,0.215
"2187","F",0.385,0.3,0.1,0.2725,0.1115,0.057,0.08
"2188","F",0.62,0.485,0.22,1.511,0.5095,0.284,0.51
"2189","F",0.635,0.505,0.185,1.3035,0.501,0.295,0.41
"2190","F",0.665,0.53,0.185,1.3955,0.456,0.3205,0.49
"2191","M",0.335,0.265,0.095,0.1975,0.0795,0.0375,0.07
"2192","M",0.565,0.45,0.14,1.0055,0.3785,0.244,0.265
"2193","F",0.6,0.48,0.165,1.1345,0.4535,0.27,0.335
"2194","F",0.585,0.46,0.17,1.0835,0.3745,0.326,0.325
"2195","F",0.555,0.42,0.14,0.868,0.33,0.243,0.21
"2196","F",0.57,0.495,0.16,1.0915,0.452,0.275,0.315
"2197","F",0.62,0.485,0.175,1.271,0.531,0.3075,0.37
"2198","M",0.63,0.51,0.19,1.4985,0.4125,0.3075,0.545
"2199","M",0.425,0.34,0.12,0.388,0.149,0.087,0.125
"2200","F",0.64,0.505,0.19,1.2355,0.4435,0.3105,0.365
"2201","M",0.675,0.525,0.175,1.402,0.483,0.3205,0.465
"2202","M",0.5,0.4,0.145,0.6025,0.216,0.138,0.21
"2203","M",0.385,0.305,0.09,0.2775,0.109,0.0515,0.1
"2204","M",0.52,0.435,0.195,0.973,0.2985,0.2135,0.355
"2205","M",0.52,0.415,0.175,0.753,0.258,0.171,0.255
"2206","M",0.64,0.525,0.2,1.3765,0.44,0.3075,0.47
"2207","F",0.42,0.32,0.13,0.4135,0.1645,0.106,0.119
"2208","F",0.45,0.35,0.135,0.56,0.231,0.137,0.145
"2209","F",0.64,0.505,0.19,1.2765,0.4835,0.328,0.4
"2210","M",0.57,0.455,0.15,0.96,0.387,0.2385,0.275
"2211","M",0.41,0.325,0.12,0.3745,0.158,0.081,0.125
"2212","M",0.485,0.41,0.15,0.696,0.2405,0.1625,0.265
"2213","F",0.61,0.48,0.19,1.2955,0.5215,0.3225,0.365
"2214","F",0.59,0.485,0.205,1.2315,0.4525,0.238,0.42
"2215","M",0.665,0.535,0.155,1.383,0.596,0.2565,0.485
"2216","M",0.635,0.51,0.155,1.156,0.428,0.289,0.315
"2217","M",0.695,0.53,0.15,1.477,0.6375,0.3025,0.43
"2218","F",0.69,0.54,0.185,1.5715,0.6935,0.318,0.47
"2219","M",0.555,0.435,0.135,0.858,0.377,0.1585,0.29
"2220","M",0.65,0.525,0.19,1.4995,0.6265,0.4005,0.395
"2221","M",0.635,0.48,0.19,1.467,0.5825,0.303,0.42
"2222","F",0.655,0.51,0.16,1.092,0.396,0.2825,0.37
"2223","F",0.69,0.555,0.205,1.8165,0.7785,0.4395,0.515
"2224","F",0.695,0.55,0.16,1.6365,0.694,0.3005,0.44
"2225","M",0.55,0.435,0.16,0.906,0.342,0.219,0.295
"2226","F",0.61,0.495,0.19,1.213,0.464,0.306,0.365
"2227","M",0.595,0.5,0.165,1.06,0.402,0.28,0.275
"2228","M",0.3,0.24,0.09,0.161,0.0725,0.039,0.05
"2229","F",0.435,0.35,0.125,0.459,0.197,0.1145,0.145
"2230","M",0.48,0.38,0.13,0.6175,0.3,0.142,0.175
"2231","F",0.435,0.35,0.105,0.4195,0.194,0.1005,0.13
"2232","F",0.575,0.48,0.15,0.8745,0.375,0.193,0.29
"2233","M",0.505,0.385,0.11,0.655,0.3185,0.15,0.185
"2234","M",0.455,0.375,0.125,0.484,0.2155,0.102,0.165
"2235","M",0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39
"2236","F",0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29
"2237","F",0.645,0.52,0.19,1.3105,0.58,0.288,0.37
"2238","F",0.595,0.485,0.145,1.2515,0.5035,0.2925,0.33
"2239","M",0.565,0.45,0.115,0.9085,0.398,0.197,0.29
"2240","F",0.655,0.5,0.14,1.1705,0.5405,0.3175,0.285
"2241","M",0.48,0.38,0.135,0.528,0.2,0.1395,0.16
"2242","F",0.495,0.385,0.135,0.6625,0.3005,0.1635,0.185
"2243","F",0.4,0.335,0.115,0.4335,0.2105,0.1205,0.12
"2244","M",0.41,0.31,0.125,0.3595,0.1415,0.0885,0.115
"2245","F",0.595,0.465,0.145,1.107,0.402,0.2415,0.31
"2246","F",0.625,0.475,0.13,0.8595,0.3195,0.1775,0.24
"2247","M",0.52,0.425,0.155,0.7735,0.297,0.123,0.255
"2248","M",0.465,0.36,0.125,0.4365,0.169,0.1075,0.145
"2249","F",0.475,0.375,0.14,0.501,0.192,0.1175,0.175
"2250","F",0.5,0.405,0.14,0.6735,0.265,0.124,0.25
"2251","M",0.46,0.355,0.11,0.415,0.215,0.082,0.13
"2252","M",0.485,0.385,0.125,0.4775,0.2,0.0785,0.17
"2253","F",0.465,0.39,0.14,0.5555,0.213,0.1075,0.215
"2254","M",0.525,0.415,0.16,0.6445,0.26,0.1575,0.22
"2255","F",0.655,0.53,0.19,1.428,0.493,0.318,0.565
"2256","M",0.69,0.54,0.185,1.6195,0.533,0.353,0.555
"2257","M",0.55,0.45,0.17,0.81,0.317,0.157,0.22
"2258","F",0.58,0.475,0.165,1.0385,0.414,0.26,0.305
"2259","F",0.59,0.475,0.155,0.9715,0.371,0.235,0.28
"2260","M",0.565,0.44,0.155,0.868,0.348,0.217,0.26
"2261","F",0.665,0.57,0.185,1.522,0.6965,0.3025,0.405
"2262","F",0.62,0.51,0.175,1.1255,0.4985,0.227,0.315
"2263","M",0.55,0.46,0.13,0.7085,0.305,0.1455,0.205
"2264","F",0.605,0.475,0.145,1.0185,0.4695,0.225,0.27
"2265","M",0.535,0.42,0.16,0.72,0.275,0.164,0.225
"2266","F",0.51,0.395,0.12,0.6175,0.262,0.122,0.193
"2267","M",0.53,0.405,0.13,0.738,0.2845,0.17,0.193
"2268","F",0.495,0.375,0.15,0.597,0.2615,0.135,0.178
"2269","M",0.575,0.455,0.185,1.156,0.5525,0.243,0.295
"2270","F",0.63,0.5,0.16,1.22,0.4905,0.3,0.345
"2271","M",0.59,0.45,0.12,0.7485,0.3345,0.1315,0.22
"2272","F",0.605,0.485,0.165,1.0735,0.437,0.205,0.33
"2273","M",0.645,0.5,0.19,1.229,0.524,0.278,0.395
"2274","F",0.62,0.5,0.175,1.146,0.477,0.23,0.39
"2275","M",0.605,0.485,0.175,1.145,0.4325,0.27,0.405
"2276","F",0.615,0.5,0.205,1.1055,0.4445,0.227,0.39
"2277","F",0.66,0.525,0.19,1.67,0.6525,0.4875,0.49
"2278","F",0.71,0.575,0.175,1.555,0.6465,0.3705,0.52
"2279","F",0.565,0.45,0.185,0.9285,0.302,0.1805,0.265
"2280","F",0.57,0.435,0.14,0.8085,0.3235,0.183,0.22
"2281","F",0.45,0.325,0.135,0.438,0.1805,0.1165,0.11
"2282","M",0.275,0.2,0.08,0.099,0.037,0.024,0.03
"2283","F",0.62,0.485,0.165,1.166,0.483,0.238,0.355
"2284","F",0.48,0.38,0.135,0.507,0.1915,0.1365,0.155
"2285","F",0.505,0.41,0.15,0.6345,0.243,0.1335,0.215
"2286","M",0.4,0.31,0.11,0.314,0.138,0.057,0.1
"2287","M",0.35,0.26,0.09,0.195,0.0745,0.041,0.0655
"2288","M",0.44,0.35,0.14,0.451,0.171,0.0705,0.184
"2289","M",0.265,0.2,0.065,0.084,0.034,0.0105,0.03
"2290","M",0.165,0.125,0.04,0.0245,0.0095,0.0045,0.008
"2291","F",0.705,0.555,0.2,1.4685,0.4715,0.3235,0.52
"2292","F",0.535,0.425,0.155,0.7765,0.302,0.1565,0.25
"2293","F",0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595
"2294","F",0.395,0.3,0.105,0.3375,0.1435,0.0755,0.098
"2295","M",0.345,0.265,0.09,0.163,0.0615,0.037,0.0485
"2296","F",0.545,0.435,0.15,0.6855,0.2905,0.145,0.225
"2297","F",0.385,0.305,0.125,0.314,0.146,0.0555,0.08
"2298","F",0.51,0.34,0.18,0.7005,0.312,0.165,0.2
"2299","F",0.425,0.325,0.135,0.382,0.1465,0.079,0.14
"2300","F",0.45,0.35,0.125,0.4435,0.185,0.09,0.145
"2301","F",0.685,0.525,0.175,1.71,0.5415,0.309,0.58
"2302","F",0.585,0.475,0.185,0.8575,0.3465,0.1785,0.275
"2303","F",0.49,0.39,0.135,0.59,0.215,0.125,0.1845
"2304","M",0.43,0.33,0.095,0.34,0.1315,0.085,0.112
"2305","F",0.455,0.365,0.11,0.385,0.166,0.046,0.1345
"2306","F",0.48,0.38,0.145,0.59,0.232,0.141,0.23
"2307","M",0.415,0.32,0.1,0.3005,0.1215,0.0575,0.104
"2308","F",0.51,0.38,0.13,0.584,0.224,0.1355,0.185
"2309","F",0.52,0.405,0.145,0.829,0.3535,0.1685,0.205
"2310","F",0.455,0.36,0.11,0.4385,0.206,0.098,0.125
"2311","M",0.285,0.215,0.075,0.106,0.0415,0.023,0.035
"2312","F",0.58,0.44,0.175,1.073,0.4005,0.2345,0.335
"2313","M",0.41,0.315,0.095,0.306,0.121,0.0735,0.09
"2314","M",0.41,0.3,0.1,0.301,0.124,0.069,0.09
"2315","M",0.33,0.245,0.085,0.171,0.0655,0.0365,0.055
"2316","M",0.28,0.21,0.065,0.0905,0.035,0.02,0.03
"2317","M",0.455,0.345,0.125,0.44,0.169,0.1065,0.135
"2318","M",0.33,0.235,0.09,0.163,0.0615,0.034,0.055
"2319","M",0.54,0.405,0.155,0.9715,0.3225,0.194,0.29
"2320","F",0.475,0.375,0.125,0.588,0.237,0.1715,0.155
"2321","F",0.46,0.33,0.15,0.5325,0.2085,0.1805,0.125
"2322","M",0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057
"2323","M",0.545,0.435,0.165,0.9955,0.3245,0.2665,0.325
"2324","M",0.495,0.4,0.12,0.6605,0.2605,0.161,0.19
"2325","M",0.5,0.375,0.13,0.721,0.3055,0.1725,0.22
"2326","F",0.305,0.225,0.07,0.1485,0.0585,0.0335,0.045
"2327","F",0.475,0.35,0.115,0.487,0.194,0.1455,0.125
"2328","M",0.515,0.4,0.125,0.955,0.341,0.2535,0.26
"2329","M",0.545,0.41,0.145,0.873,0.3035,0.196,0.31
"2330","M",0.74,0.535,0.185,1.65,0.734,0.4505,0.335
"2331","M",0.565,0.465,0.15,1.1285,0.377,0.3525,0.33
"2332","M",0.56,0.44,0.16,1.1115,0.5035,0.2785,0.26
"2333","M",0.545,0.42,0.125,0.9745,0.353,0.174,0.305
"2334","M",0.645,0.515,0.185,1.4605,0.5835,0.3155,0.41
"2335","M",0.575,0.435,0.13,1.0105,0.368,0.222,0.32
"2336","M",0.62,0.48,0.16,1.0765,0.412,0.253,0.3
"2337","F",0.605,0.45,0.165,1.2225,0.357,0.202,0.385
"2338","M",0.605,0.475,0.16,1.616,0.5495,0.332,0.34
"2339","F",0.475,0.375,0.15,0.559,0.1955,0.1215,0.1945
"2340","M",0.365,0.285,0.085,0.2205,0.0855,0.0515,0.07
"2341","F",0.46,0.35,0.115,0.44,0.19,0.1025,0.13
"2342","M",0.53,0.43,0.135,0.879,0.28,0.2165,0.25
"2343","M",0.48,0.395,0.15,0.6815,0.2145,0.1405,0.2495
"2344","M",0.455,0.345,0.15,0.5795,0.1685,0.125,0.215
"2345","M",0.37,0.28,0.105,0.224,0.0815,0.0575,0.075
"2346","M",0.49,0.395,0.12,0.674,0.3325,0.1235,0.185
"2347","F",0.49,0.37,0.105,0.5265,0.249,0.1005,0.148
"2348","F",0.56,0.465,0.16,1.0315,0.432,0.2025,0.337
"2349","M",0.56,0.45,0.14,0.9,0.472,0.182,0.218
"2350","M",0.58,0.46,0.15,1.0165,0.491,0.221,0.265
"2351","F",0.58,0.48,0.18,1.2495,0.4945,0.27,0.371
"2352","M",0.59,0.47,0.135,1.1685,0.539,0.279,0.28
"2353","F",0.595,0.475,0.165,1.148,0.444,0.214,0.37
"2354","M",0.6,0.475,0.15,1.089,0.5195,0.223,0.292
"2355","M",0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785
"2356","F",0.63,0.475,0.15,1.172,0.536,0.254,0.316
"2357","M",0.64,0.51,0.17,1.3715,0.567,0.307,0.409
"2358","F",0.65,0.545,0.185,1.5055,0.6565,0.341,0.43
"2359","M",0.71,0.55,0.2,1.9045,0.882,0.44,0.5
"2360","M",0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235
"2361","F",0.465,0.355,0.115,0.4705,0.1955,0.118,0.126
"2362","M",0.48,0.37,0.13,0.643,0.349,0.1155,0.135
"2363","F",0.49,0.4,0.115,0.569,0.256,0.1325,0.145
"2364","F",0.505,0.39,0.12,0.5725,0.2555,0.1325,0.146
"2365","M",0.52,0.39,0.12,0.6435,0.2885,0.157,0.161
"2366","M",0.52,0.395,0.125,0.8115,0.4035,0.166,0.2
"2367","F",0.525,0.44,0.125,0.7115,0.3205,0.159,0.1915
"2368","M",0.55,0.44,0.155,0.9155,0.3645,0.195,0.25
"2369","F",0.555,0.44,0.145,0.8815,0.43,0.1975,0.2155
"2370","F",0.555,0.42,0.11,0.931,0.4445,0.171,0.225
"2371","F",0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815
